Handle,Title,Body (HTML),Vendor,Product Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Image Src,Image Position,Image Alt Text,Status
kids-fleece-co-ord-set,,,,,,,,M,,Midnight Black,UV-K-FLEECE-COORD-MID-M,300,shopify,50,deny,manual,1499,1999,true,true,,,,
kids-fleece-co-ord-set,,,,,,,,L,,Midnight Black,UV-K-FLEECE-COORD-MID-L,300,shopify,50,deny,manual,1499,1999,true,true,,,,
kids-fleece-co-ord-set,,,,,,,,XL,,Midnight Black,UV-K-FLEECE-COORD-MID-XL,300,shopify,50,deny,manual,1499,1999,true,true,,,,
kids-fleece-co-ord-set,,,,,,,,XXL,,Midnight Black,UV-K-FLEECE-COORD-MID-XXL,300,shopify,50,deny,manual,1499,1999,true,true,,,,
kids-fleece-co-ord-set,,,,,,,,XS,,Coral Red,UV-K-FLEECE-COORD-COR-XS,300,shopify,50,deny,manual,1499,1999,true,true,,,,
kids-fleece-co-ord-set,,,,,,,,S,,Coral Red,UV-K-FLEECE-COORD-COR-S,300,shopify,50,deny,manual,1499,1999,true,true,,,,
kids-fleece-co-ord-set,,,,,,,,M,,Coral Red,UV-K-FLEECE-COORD-COR-M,300,shopify,50,deny,manual,1499,1999,true,true,,,,
kids-fleece-co-ord-set,,,,,,,,L,,Coral Red,UV-K-FLEECE-COORD-COR-L,300,shopify,50,deny,manual,1499,1999,true,true,,,,
kids-fleece-co-ord-set,,,,,,,,XL,,Coral Red,UV-K-FLEECE-COORD-COR-XL,300,shopify,50,deny,manual,1499,1999,true,true,,,,
kids-fleece-co-ord-set,,,,,,,,XXL,,Coral Red,UV-K-FLEECE-COORD-COR-XXL,300,shopify,50,deny,manual,1499,1999,true,true,,,,
kids-fleece-co-ord-set,,,,,,,,XS,,Soft Ivory,UV-K-FLEECE-COORD-SOF-XS,300,shopify,50,deny,manual,1499,1999,true,true,,,,
kids-fleece-co-ord-set,,,,,,,,S,,Soft Ivory,UV-K-FLEECE-COORD-SOF-S,300,shopify,50,deny,manual,1499,1999,true,true,,,,
kids-fleece-co-ord-set,,,,,,,,M,,Soft Ivory,UV-K-FLEECE-COORD-SOF-M,300,shopify,50,deny,manual,1499,1999,true,true,,,,
kids-fleece-co-ord-set,,,,,,,,L,,Soft Ivory,UV-K-FLEECE-COORD-SOF-L,300,shopify,50,deny,manual,1499,1999,true,true,,,,
kids-fleece-co-ord-set,,,,,,,,XL,,Soft Ivory,UV-K-FLEECE-COORD-SOF-XL,300,shopify,50,deny,manual,1499,1999,true,true,,,,
kids-fleece-co-ord-set,,,,,,,,XXL,,Soft Ivory,UV-K-FLEECE-COORD-SOF-XXL,300,shopify,50,deny,manual,1499,1999,true,true,,,,
